label,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,Left,0.33296692,0.80545473,-0.00000112,0.55880630,0.76494980,-0.12572744,0.76163697,0.54431629,-0.14375174,0.81214488,0.31058210,-0.13840866,0.80211926,0.14659543,-0.10412806,0.64414185,0.30979943,-0.04981548,0.67261076,0.21195859,-0.13725710,0.63586646,0.40221319,-0.16413209,0.60696959,0.42145291,-0.17075302,0.47685519,0.28690827,-0.01187547,0.51835442,0.19229834,-0.10276377,0.50137901,0.42200205,-0.10673753,0.48291355,0.40269238,-0.08620472,0.32785684,0.29428276,0.00407803,0.35374618,0.20669878,-0.10029723,0.36863321,0.41218600,-0.06149770,0.35243714,0.40081510,-0.01110829,0.18133649,0.30233073,0.01125108,0.22332242,0.25601092,-0.05074616,0.24488243,0.39606956,-0.01691961,0.22720566,0.39985552,0.02561621
A,Left,0.32712978,0.80912411,-0.00000132,0.55901098,0.76812732,-0.11270770,0.76137161,0.54924035,-0.12689440,0.81769562,0.31774485,-0.12105898,0.80526090,0.15533963,-0.08647787,0.64384604,0.31349120,-0.04105711,0.66902232,0.20758621,-0.12662394,0.63347995,0.40766394,-0.15302300,0.60920829,0.42499298,-0.16107449,0.48248598,0.29164964,-0.00933815,0.52046180,0.19072497,-0.09745298,0.50047517,0.42332584,-0.09744090,0.48239574,0.40334412,-0.07586379,0.33377790,0.29642749,0.00100088,0.36162588,0.20302047,-0.09924275,0.37202066,0.41294938,-0.05434986,0.35981211,0.40583840,-0.00142851,0.18469298,0.30222791,0.00288833,0.22711235,0.25530738,-0.05572311,0.24867570,0.39861220,-0.01975285,0.23580337,0.40461487,0.02316416
A,Right,0.65224069,0.75900126,-0.00000129,0.42936373,0.67274660,-0.03067750,0.27453965,0.55368966,-0.01331791,0.25186881,0.41831475,0.00223427,0.27512997,0.33296955,0.03670027,0.47229069,0.39615303,0.09889063,0.39707437,0.27605218,0.07021739,0.38289681,0.40191451,0.06593300,0.41021952,0.42533115,0.06899797,0.61038113,0.35718876,0.11189549,0.53299952,0.22408015,0.09046310,0.48854429,0.41794565,0.10592019,0.52824050,0.43353796,0.12656714,0.74869317,0.33198744,0.10518137,0.65596563,0.20757347,0.07377277,0.59654665,0.39497182,0.08672667,0.63724464,0.43737757,0.10243905,0.87830591,0.32331866,0.09430846,0.77993321,0.23906660,0.07879388,0.73213464,0.35832173,0.08519604,0.75399327,0.41128632,0.09564207
A,Left,0.35205442,0.77156055,-0.00000080,0.55123937,0.76050854,-0.11825758,0.75305218,0.54570270,-0.13813472,0.80168772,0.31052536,-0.13542844,0.79134130,0.14564669,-0.10793222,0.65274131,0.34628418,-0.07156921,0.66743815,0.21275166,-0.16083468,0.63923049,0.39803505,-0.18551548,0.62099332,0.43184963,-0.18863058,0.48600370,0.31818795,-0.03738304,0.51562864,0.19304553,-0.12343936,0.50475746,0.41997615,-0.12115877,0.49395797,0.42187956,-0.09703072,0.33784780,0.32477811,-0.02208410,0.35453850,0.20363785,-0.11491384,0.37782887,0.41308349,-0.05880747,0.37563831,0.42546627,0.00093839,0.18533164,0.32936752,-0.01537830,0.20762533,0.26035261,-0.06494229,0.24413514,0.39630997,-0.01822517,0.25208804,0.41144425,0.03112518
A,Right,0.69758976,0.80230802,-0.00000173,0.45160311,0.77833736,-0.13156609,0.24203661,0.55877721,-0.16788653,0.16448295,0.33667451,-0.18752819,0.19163185,0.17952387,-0.17251763,0.34280080,0.34707662,-0.04636467,0.33556908,0.21026756,-0.16000909,0.36954111,0.39441898,-0.19165273,0.38184443,0.44643086,-0.20003043,0.49993822,0.31242341,-0.02287313,0.48388034,0.18969496,-0.14596501,0.49838400,0.42285585,-0.14628145,0.50447690,0.42141810,-0.11557927,0.66043097,0.30319512,-0.02733906,0.63947642,0.20752230,-0.15161315,0.63140374,0.41835696,-0.08842593,0.63936847,0.42763066,-0.01480341,0.82118189,0.30925205,-0.04524228,0.78901100,0.24678127,-0.11278046,0.76681435,0.38465804,-0.07050601,0.77208912,0.39943826,-0.02103299
A,Right,0.68924063,0.80962300,-0.00000229,0.46210039,0.76942205,-0.09694803,0.25062782,0.55091971,-0.11255624,0.17524090,0.32581908,-0.12260600,0.21110734,0.16588889,-0.10272551,0.36554766,0.32810563,0.03028544,0.33857873,0.21002921,-0.07139327,0.36863565,0.39124745,-0.10734531,0.38512158,0.42070201,-0.12054168,0.51278085,0.29668647,0.03683069,0.48537052,0.19204397,-0.06620582,0.49856594,0.41976622,-0.06468514,0.50974393,0.40319121,-0.03459318,0.66082567,0.29590634,0.01325501,0.63744986,0.21078792,-0.09900081,0.62992013,0.42123768,-0.04115589,0.64466447,0.41498110,0.02811833,0.82318020,0.31058025,-0.02154254,0.78152573,0.24289252,-0.07508696,0.75519490,0.39053974,-0.02761649,0.76404333,0.40724498,0.02432254
A,Right,0.68027663,0.80980074,-0.00000131,0.42630893,0.75296551,-0.12972513,0.23413682,0.53991073,-0.17225295,0.17466530,0.31613535,-0.19620018,0.18225825,0.15418276,-0.18834381,0.34463412,0.32573134,-0.07368667,0.32425806,0.20909180,-0.16723141,0.36404902,0.39313263,-0.18373662,0.39145717,0.44221660,-0.18626331,0.50333345,0.29841512,-0.04461426,0.47691110,0.19140163,-0.15760781,0.49119449,0.42164931,-0.15583190,0.50690037,0.42758054,-0.13087593,0.66295105,0.30355439,-0.03705289,0.63369596,0.20741890,-0.14898972,0.62932885,0.41145793,-0.08621917,0.64501560,0.42736295,-0.02111589,0.81759453,0.31981382,-0.04134831,0.78274399,0.25619045,-0.10297514,0.76414299,0.38824880,-0.06222063,0.77972341,0.39845383,-0.01877935
A,Left,0.32789987,0.80479038,-0.00000121,0.55092454,0.76340175,-0.10964438,0.76381844,0.54541969,-0.12060034,0.82505405,0.31448480,-0.11137844,0.80946994,0.15769252,-0.07582491,0.64363635,0.32061803,-0.04967676,0.67915517,0.20667168,-0.13247405,0.64053231,0.40125626,-0.15902162,0.61483842,0.41899553,-0.16828859,0.48236790,0.29388878,-0.02186298,0.52744657,0.18479696,-0.11023761,0.51005989,0.41668534,-0.11809894,0.48837364,0.40266958,-0.10453203,0.33669975,0.30113089,-0.01273760,0.36969990,0.20012017,-0.11519422,0.38284922,0.41275653,-0.07712456,0.36410642,0.40419450,-0.03005742,0.18908778,0.30402702,-0.01071350,0.22701803,0.25581580,-0.07118994,0.25044623,0.39738372,-0.03645473,0.23276404,0.40084338,0.00336207
A,Left,0.35571757,0.76109362,-0.00000039,0.56661725,0.74269044,-0.09554493,0.76576751,0.53303140,-0.10230142,0.81454778,0.30454913,-0.08551022,0.79921818,0.14208928,-0.04732439,0.64950949,0.34055641,-0.08945993,0.67111748,0.21088099,-0.15287817,0.64353538,0.39772400,-0.16125742,0.62686592,0.42978656,-0.16185278,0.48288292,0.31270385,-0.05431521,0.51681739,0.18732807,-0.12762316,0.50975090,0.41315392,-0.13087076,0.51293784,0.42285091,-0.12159753,0.33784753,0.33321315,-0.02715960,0.36342356,0.20724156,-0.10322707,0.38496858,0.41101351,-0.04604744,0.38816804,0.43509501,0.00390532,0.20328939,0.34090036,-0.00494439,0.21604183,0.27533096,-0.04582228,0.24436128,0.41024297,0.00003811,0.26110238,0.42735887,0.04110431
A,Right,0.68263674,0.77293873,-0.00000192,0.44854921,0.76432025,-0.11004432,0.23336226,0.55374134,-0.13191433,0.16157088,0.32726967,-0.14131364,0.19861951,0.17743813,-0.11891172,0.35845682,0.35579199,-0.02526596,0.33667353,0.21377781,-0.13447273,0.37024179,0.39434278,-0.16501357,0.38642249,0.43848273,-0.17194384,0.50602937,0.32083797,-0.00957376,0.48117158,0.19484188,-0.12283275,0.49502942,0.42128098,-0.11773682,0.50583011,0.41230005,-0.08321841,0.65721393,0.31066933,-0.02103337,0.63716304,0.21048719,-0.13916059,0.63055730,0.41558683,-0.07679566,0.64533031,0.41534859,-0.00358761,0.81474829,0.31375799,-0.04385105,0.78271371,0.24643368,-0.10579988,0.76615030,0.38335383,-0.06156013,0.77962971,0.39364067,-0.01092479
A,Right,0.70546788,0.81867641,-0.00000202,0.46027830,0.75677097,-0.12549764,0.26460764,0.52459615,-0.15440698,0.19660908,0.28704402,-0.16765846,0.25330251,0.14336504,-0.14531754,0.35951403,0.31833145,-0.04699920,0.39255917,0.18368068,-0.12792715,0.43408412,0.38037398,-0.12347106,0.40881348,0.41904157,-0.11033417,0.48773256,0.29726213,-0.01607615,0.53635752,0.20116669,-0.11242039,0.56202447,0.44392321,-0.10177867,0.51154512,0.42591345,-0.07179669,0.63410407,0.29635701,-0.00918530,0.67129737,0.20881510,-0.12779763,0.68590987,0.42850500,-0.07989145,0.63198167,0.43537360,-0.02089287,0.77319735,0.30015725,-0.01196878,0.81442821,0.23903559,-0.08749292,0.81290519,0.38985264,-0.06111857,0.77233529,0.41206875,-0.02453745
A,Left,0.31122470,0.80300915,-0.00000181,0.51878214,0.75114149,-0.11027827,0.73546159,0.54325843,-0.13748477,0.79929149,0.30607367,-0.15238310,0.73406595,0.15031342,-0.14021470,0.64050120,0.32602605,-0.02077504,0.61019909,0.18706791,-0.12405302,0.57848895,0.36845762,-0.15763016,0.59325111,0.41756061,-0.16053614,0.49490017,0.29934087,0.00468790,0.46327963,0.19696333,-0.09876455,0.44968709,0.42022383,-0.09163291,0.48337650,0.42543155,-0.05416917,0.35606387,0.29209220,0.00342377,0.31716120,0.20573786,-0.10397596,0.31870043,0.40750512,-0.04866975,0.36258429,0.42074865,0.02029690,0.21632083,0.29257658,-0.00879797,0.20752445,0.22110674,-0.05945798,0.20964019,0.37257922,-0.01311781,0.24028510,0.41373029,0.04225567
A,Left,0.31543711,0.79341781,-0.00000193,0.52278709,0.75328898,-0.11040453,0.73536420,0.54342818,-0.13759217,0.79571861,0.30761230,-0.15039092,0.73939538,0.14935055,-0.13567735,0.64667463,0.32327223,-0.03337405,0.60111105,0.19192088,-0.14106886,0.57513267,0.37448305,-0.17668889,0.59463847,0.42032540,-0.18080907,0.49387079,0.29485798,-0.00683454,0.45546210,0.20112276,-0.11019444,0.44783324,0.42325708,-0.10080943,0.48374912,0.42834511,-0.06397182,0.35107014,0.28797153,-0.00677073,0.31002203,0.20694664,-0.10946926,0.31442451,0.40862277,-0.05108025,0.35960943,0.41885075,0.01657769,0.21325198,0.28988621,-0.01808722,0.20116383,0.22591552,-0.06384950,0.20677301,0.38032734,-0.01708738,0.24032721,0.41428128,0.03610394
A,Left,0.30493969,0.76965809,-0.00000159,0.50750577,0.74755174,-0.13115583,0.72843099,0.53764153,-0.16300391,0.78605795,0.29950175,-0.17468271,0.72488678,0.14538392,-0.15930247,0.64691365,0.30671409,-0.05072686,0.61060214,0.19933586,-0.15384528,0.57839233,0.37595823,-0.18128052,0.58622664,0.41454968,-0.18116619,0.49842551,0.27064794,-0.01509472,0.45480806,0.19663318,-0.11941250,0.44152692,0.41956469,-0.10572732,0.47145191,0.42023221,-0.06496573,0.35732904,0.26045018,-0.00754132,0.30674988,0.20786709,-0.12083417,0.31176424,0.41257799,-0.06568461,0.35241854,0.42146167,0.00280577,0.21451490,0.26415136,-0.01196951,0.19453928,0.22672012,-0.07143538,0.20183694,0.37613222,-0.03195954,0.23056988,0.40232068,0.01837693
A,Right,0.70107818,0.79620743,-0.00000219,0.46790785,0.76172471,-0.10338429,0.26703808,0.52123803,-0.11667161,0.19390789,0.28390852,-0.11976193,0.24846256,0.14731643,-0.09098926,0.35540318,0.34291297,-0.01333411,0.37729967,0.18141936,-0.09848194,0.42014694,0.37434149,-0.10882429,0.40682089,0.42566380,-0.10486259,0.48993033,0.32079658,0.00586707,0.52191848,0.19345289,-0.09335532,0.55345696,0.42540753,-0.09180635,0.51208442,0.43157533,-0.06597987,0.63217115,0.31429756,0.00127553,0.66073006,0.20379794,-0.11486622,0.67991221,0.41893977,-0.06711103,0.64268470,0.44390810,-0.00650180,0.77599126,0.31451306,-0.01188131,0.80587018,0.23111933,-0.08228424,0.80688149,0.38028648,-0.05131184,0.77483487,0.41542903,-0.01151827
A,Right,0.71178937,0.82280421,-0.00000200,0.47162384,0.76096851,-0.12167738,0.26915118,0.52400529,-0.14785472,0.19391134,0.28497761,-0.16037336,0.25232601,0.14360347,-0.13784979,0.35929441,0.32312974,-0.02858531,0.38648829,0.18139574,-0.11328629,0.42874277,0.37786457,-0.11489244,0.41056794,0.42245257,-0.10438342,0.49138671,0.30206349,-0.00103660,0.53141451,0.19401191,-0.10121233,0.55942148,0.43714088,-0.09346905,0.51542872,0.42858163,-0.06265261,0.63909686,0.30034283,0.00120834,0.66871524,0.20456508,-0.11972766,0.68430465,0.42757595,-0.06994789,0.63999915,0.44313076,-0.00681927,0.78100163,0.30725822,-0.00624028,0.81231761,0.23352641,-0.07907664,0.81093597,0.38690779,-0.04734661,0.77866876,0.41537723,-0.00588014
A,Right,0.66167593,0.81574214,-0.00000204,0.44102314,0.76663285,-0.07506138,0.27174234,0.54451752,-0.09305767,0.21598271,0.33095169,-0.11176190,0.20167376,0.17219351,-0.11022846,0.36449349,0.34316361,0.02042675,0.34072059,0.19009101,-0.08441985,0.36470011,0.35957843,-0.13123156,0.39000362,0.44537792,-0.14493947,0.50068247,0.32173043,0.01309380,0.47092175,0.15113783,-0.09493338,0.47959435,0.35881662,-0.10835835,0.50051969,0.42529017,-0.08529870,0.63955772,0.33344886,-0.01813465,0.62019247,0.16539918,-0.13072222,0.60391313,0.36445269,-0.08869951,0.61623371,0.44708097,-0.02539750,0.79566741,0.35973346,-0.05707195,0.75470847,0.22957915,-0.11765903,0.72494692,0.36180088,-0.07753438,0.72717917,0.43290636,-0.02699952
A,Left,0.37327129,0.79516101,-0.00000063,0.56319082,0.75728804,-0.08288208,0.73791373,0.53355074,-0.09664637,0.78726941,0.32163119,-0.10018520,0.80120438,0.16626951,-0.08524236,0.63364661,0.32337999,-0.05546791,0.66032916,0.17734338,-0.14186385,0.63226104,0.35798430,-0.16274545,0.60820830,0.44156760,-0.15856791,0.48986602,0.29878101,-0.04637935,0.52002227,0.14311975,-0.13746160,0.51406556,0.35964710,-0.13921461,0.50233358,0.43467098,-0.11640300,0.35059044,0.30929607,-0.05316961,0.38088456,0.16385420,-0.15476179,0.39563709,0.36863932,-0.11609548,0.38977832,0.44188052,-0.06217548,0.20925388,0.33860466,-0.06492713,0.24947712,0.22833709,-0.12907214,0.28219590,0.35941193,-0.09791438,0.28160450,0.42128676,-0.05664371
A,Right,0.65751797,0.82252169,-0.00000213,0.43828776,0.76009417,-0.07238905,0.26976341,0.53777331,-0.08793677,0.21034454,0.32810354,-0.10606164,0.19732995,0.16761117,-0.10422099,0.37388885,0.33280596,0.03497667,0.34491941,0.18701479,-0.06902952,0.36561316,0.35638812,-0.11934675,0.39405414,0.44382909,-0.13603763,0.50798255,0.31318426,0.02617480,0.47586322,0.14851327,-0.08404691,0.48036513,0.35895982,-0.10267518,0.50451380,0.43049502,-0.08260787,0.64448953,0.32675391,-0.00724299,0.62092352,0.16340543,-0.12077417,0.59936333,0.36308917,-0.08325390,0.61499393,0.44647878,-0.02250528,0.79893410,0.35690790,-0.04850365,0.75427902,0.23188609,-0.10990001,0.71674263,0.36738071,-0.07286274,0.71876818,0.43999311,-0.02451768
A,Right,0.68804085,0.78808355,-0.00000211,0.46110469,0.76035249,-0.11307357,0.26768827,0.52825439,-0.13280600,0.19973400,0.29079714,-0.13881163,0.24986151,0.15156335,-0.11313504,0.35592771,0.33611262,-0.02699201,0.38512391,0.19343404,-0.10833208,0.42352909,0.37784672,-0.11205421,0.40691638,0.42718819,-0.10391669,0.49338892,0.30870265,-0.00463287,0.52468604,0.19816312,-0.10088801,0.55079585,0.42388773,-0.09331882,0.51226091,0.42457250,-0.06388558,0.63372737,0.30118540,-0.00614851,0.66661638,0.21257612,-0.12154993,0.67654735,0.41999379,-0.07312752,0.63849986,0.43519676,-0.01336722,0.77663594,0.30791360,-0.01683300,0.80778682,0.23248568,-0.08762627,0.80334610,0.37934673,-0.05651681,0.76926398,0.40930659,-0.01717041
A,Right,0.70466143,0.81947088,-0.00000219,0.47145945,0.76790214,-0.11196078,0.26377153,0.52678454,-0.12947738,0.18317041,0.28442985,-0.13623790,0.25498509,0.14644471,-0.10767144,0.35343283,0.33201727,-0.00490486,0.37335068,0.18626812,-0.08826550,0.41862142,0.38312548,-0.09340727,0.40431172,0.42358500,-0.08697706,0.48716316,0.30712453,0.01761615,0.51806790,0.19548595,-0.08202022,0.54832608,0.43229803,-0.07538919,0.50689119,0.42468876,-0.04525216,0.63186598,0.30044362,0.01389679,0.65937567,0.20805350,-0.10068994,0.67459989,0.42394194,-0.04810274,0.63511896,0.43964922,0.01520714,0.77901280,0.30366829,-0.00044702,0.80930889,0.23034249,-0.06610706,0.80468690,0.38264391,-0.03200115,0.77044266,0.41288874,0.00964559
A,Right,0.67629641,0.79939282,-0.00000172,0.44038844,0.72537792,-0.13496041,0.25220901,0.51060456,-0.18144974,0.19168398,0.28132451,-0.20666926,0.25254926,0.14529257,-0.19623382,0.37527990,0.30471611,-0.10268792,0.40213189,0.19465363,-0.19521879,0.43851697,0.39336178,-0.19802931,0.42449546,0.43376750,-0.19060290,0.50901204,0.28777161,-0.06867077,0.53717887,0.19724849,-0.17234260,0.55271614,0.44335085,-0.16152009,0.51940680,0.43309793,-0.13477461,0.65513158,0.29629898,-0.05508186,0.67695218,0.20600371,-0.17738576,0.67819458,0.42914444,-0.12073602,0.63678581,0.44326881,-0.05769004,0.78799790,0.31207979,-0.05114014,0.81654358,0.24384552,-0.13265856,0.80445844,0.39441758,-0.10108925,0.77028692,0.41936520,-0.06031177
A,Right,0.69895279,0.82008755,-0.00000199,0.46137813,0.74245131,-0.11675592,0.26332843,0.51748240,-0.14365971,0.19740954,0.28779474,-0.15402566,0.25564951,0.15368770,-0.12940617,0.37591195,0.31316116,-0.05410535,0.39467007,0.19288148,-0.13768238,0.42897460,0.39263609,-0.14379193,0.41341734,0.42409936,-0.13954958,0.50647408,0.29706794,-0.02512473,0.53843474,0.19965880,-0.11871417,0.55479193,0.44623289,-0.11115766,0.51729476,0.43232143,-0.08630375,0.65341192,0.30430192,-0.01760637,0.67661613,0.20143555,-0.13364844,0.68239111,0.42651275,-0.08292564,0.63676518,0.44424221,-0.02276166,0.78898346,0.31517342,-0.01855260,0.82181573,0.23421332,-0.09608801,0.80939889,0.38466817,-0.06688364,0.76989734,0.41432285,-0.02746149
