label,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,Right,0.30495906,0.81409770,-0.00000179,0.52076310,0.75931120,-0.12151884,0.72571456,0.55235612,-0.15741651,0.78723812,0.31662592,-0.18094970,0.74459314,0.14964564,-0.17801730,0.65605801,0.31841305,-0.01752125,0.60138750,0.19651566,-0.12702250,0.55806029,0.36881939,-0.15809982,0.57868409,0.42777494,-0.15567489,0.50884444,0.28217784,0.01221235,0.44941768,0.18849106,-0.09622357,0.42707908,0.41530949,-0.08319321,0.47842532,0.42386213,-0.03697754,0.36866471,0.27345091,0.01153285,0.31418249,0.20810123,-0.10064724,0.30521083,0.40924749,-0.04633030,0.35829931,0.42020312,0.02542577,0.23346803,0.28024501,-0.00178605,0.20194112,0.23017806,-0.05697365,0.20383650,0.37985849,-0.01930728,0.25343630,0.41003430,0.03171181
A,Right,0.69912952,0.82100016,-0.00000243,0.46780366,0.77434796,-0.10513414,0.26904196,0.52597445,-0.11947323,0.19516090,0.28523755,-0.12588046,0.25390622,0.14435279,-0.10018794,0.35492545,0.33958986,-0.00393658,0.37932748,0.18056293,-0.09134734,0.41737613,0.38031173,-0.09984791,0.39827096,0.42693719,-0.09303485,0.48862517,0.31943855,0.01434320,0.52623391,0.19718963,-0.08555391,0.54730231,0.43474489,-0.07807725,0.49912027,0.42924857,-0.04632843,0.63246703,0.31227389,0.00646185,0.66678190,0.21307014,-0.10911685,0.67481160,0.42923260,-0.05976290,0.62989706,0.44051605,0.00192543,0.77848268,0.31248167,-0.01102979,0.81068754,0.23291142,-0.07500482,0.80417180,0.38676104,-0.04043023,0.76753235,0.41805372,0.00107740
A,Right,0.30775434,0.79509383,-0.00000179,0.51340735,0.75566316,-0.11662405,0.72278571,0.54601371,-0.14551638,0.79651284,0.30790690,-0.16094178,0.74209076,0.14969748,-0.14888498,0.64517403,0.32683846,-0.02192416,0.60626411,0.19397087,-0.13056448,0.56690764,0.37169570,-0.16316830,0.58371890,0.42513201,-0.16277008,0.49943680,0.29311305,0.00633205,0.45173305,0.18644559,-0.09972200,0.43256110,0.41183597,-0.08461087,0.47551689,0.42324200,-0.03861890,0.36209959,0.28463313,0.00511751,0.31026280,0.20371512,-0.10408566,0.30561772,0.40773734,-0.04381372,0.35529131,0.42410964,0.03045662,0.23004068,0.28814662,-0.00853680,0.20603415,0.23173791,-0.06008644,0.20364839,0.38302389,-0.01616750,0.23969807,0.41836458,0.03801667
A,Right,0.70490295,0.82393646,-0.00000193,0.47161722,0.75752449,-0.11569593,0.27599806,0.52414852,-0.14049876,0.19637603,0.29269814,-0.15063640,0.24287793,0.15395333,-0.12712413,0.36199266,0.31977239,-0.04098422,0.40130687,0.17238431,-0.12045905,0.43844041,0.36940184,-0.12151182,0.41315114,0.42387059,-0.11064053,0.49721724,0.30144060,-0.01436752,0.54794341,0.18271863,-0.11160476,0.57390499,0.42181516,-0.10741717,0.52581859,0.43061635,-0.07986876,0.64367503,0.30470395,-0.00945142,0.68227708,0.19764291,-0.12708235,0.69259298,0.42025289,-0.08117016,0.63735485,0.44944152,-0.02089034,0.77596450,0.31427383,-0.01242710,0.81408465,0.23644286,-0.08552661,0.81024361,0.38735935,-0.05588135,0.77186906,0.42246753,-0.01571397
A,Right,0.69416815,0.81006694,-0.00000185,0.45442083,0.75080848,-0.12129297,0.26557282,0.51630008,-0.14492261,0.20258048,0.28328061,-0.15258330,0.25650352,0.14384530,-0.12714717,0.36097002,0.32452735,-0.03537631,0.39887577,0.18613464,-0.11691973,0.43783122,0.37538254,-0.12217969,0.41650406,0.42776400,-0.11462200,0.49440813,0.30237544,-0.00707348,0.54318368,0.19138631,-0.10838023,0.57146043,0.42455873,-0.10792010,0.52690440,0.43427041,-0.08199689,0.63653493,0.30322149,-0.00188360,0.67564887,0.20813060,-0.12248065,0.68821317,0.42342025,-0.07822294,0.63650084,0.45097008,-0.01864534,0.77170771,0.31456622,-0.00565497,0.80894774,0.24345729,-0.08021094,0.80269927,0.39240453,-0.05162249,0.76035893,0.42529142,-0.01235721
A,Right,0.69430983,0.80809706,-0.00000189,0.45436460,0.75038445,-0.11528661,0.26551172,0.51628685,-0.13565913,0.20329079,0.28385994,-0.14116529,0.25610515,0.14449970,-0.11384932,0.36224645,0.32801628,-0.02637740,0.39778841,0.18560359,-0.10788300,0.43477160,0.37537578,-0.11574223,0.41506559,0.42875516,-0.10967301,0.49517977,0.30681792,0.00016239,0.54312193,0.19109730,-0.10022055,0.56966239,0.42242020,-0.10157868,0.52551788,0.43466321,-0.07672712,0.63570380,0.30788112,0.00384723,0.67466986,0.20718762,-0.11430332,0.68643779,0.42051953,-0.07064014,0.63664740,0.45081380,-0.01149047,0.77018929,0.31776768,-0.00102568,0.80739760,0.24203002,-0.07228723,0.80107766,0.39015409,-0.04271694,0.76037800,0.42402285,-0.00303033
A,Right,0.32081324,0.81968153,-0.00000204,0.54616916,0.75035191,-0.10961498,0.73774672,0.52849197,-0.14215206,0.77829039,0.28423572,-0.16351461,0.72549415,0.12425648,-0.15796028,0.64582098,0.32200736,-0.01644502,0.58594978,0.20179407,-0.11744212,0.55910611,0.37414688,-0.14054878,0.58089781,0.42037690,-0.13502087,0.48959124,0.29525447,0.01033818,0.43942913,0.19284362,-0.08956868,0.43133581,0.42523003,-0.07203942,0.46885037,0.42553335,-0.02579154,0.34725091,0.29024068,0.00966086,0.30655438,0.21140188,-0.08981045,0.30585682,0.42054939,-0.02806837,0.34709454,0.42865020,0.04385167,0.21740046,0.29584745,-0.00296405,0.19810748,0.23417802,-0.04384372,0.20063423,0.39343476,0.00203198,0.23949559,0.42249194,0.05446401
A,Right,0.31679481,0.77591568,-0.00000184,0.51928431,0.75155807,-0.11610230,0.73425531,0.53906673,-0.14118579,0.78476727,0.30206099,-0.14953467,0.73039842,0.14281201,-0.13007613,0.63601762,0.31043625,-0.03334501,0.61339593,0.18453379,-0.13601254,0.57914448,0.37326565,-0.16623317,0.58478862,0.42250517,-0.16700159,0.49090558,0.27794227,-0.00335796,0.45779917,0.18854904,-0.10407970,0.44259414,0.41749993,-0.09147191,0.47367895,0.42725420,-0.05118525,0.35378808,0.27032632,-0.00049963,0.31019950,0.20250915,-0.10643753,0.31329852,0.41059700,-0.04916070,0.35601276,0.42536145,0.01995378,0.21686140,0.27373630,-0.00877055,0.20037937,0.22376791,-0.05970019,0.20445955,0.37780035,-0.01545175,0.23433577,0.41105270,0.03752698
A,Right,0.69739044,0.81025159,-0.00000227,0.45219803,0.75527924,-0.07756491,0.25526372,0.54276526,-0.08637258,0.18291795,0.31685987,-0.09667140,0.19900502,0.15162203,-0.08048119,0.36161342,0.31900033,0.06185013,0.32338426,0.20672798,-0.04049756,0.36435395,0.38721603,-0.08223831,0.38886940,0.42112201,-0.09683039,0.50350285,0.28732872,0.05691694,0.45819697,0.17621554,-0.04687705,0.48408628,0.39341393,-0.04949394,0.50603694,0.38762021,-0.02066716,0.64769554,0.29343253,0.02162945,0.61323959,0.18271063,-0.09044126,0.61538780,0.38525912,-0.03490942,0.63915801,0.39197180,0.03485490,0.81348813,0.30954775,-0.02417466,0.76187074,0.22293773,-0.07597837,0.73824894,0.37121701,-0.02749700,0.75210750,0.40073106,0.02611066
A,Right,0.31560704,0.80505145,-0.00000060,0.54508829,0.74930787,-0.07965668,0.75502825,0.53401321,-0.08528336,0.81289101,0.30931729,-0.07890530,0.79222620,0.14937252,-0.05125343,0.65802407,0.30336744,-0.03344785,0.67820877,0.20767014,-0.11435512,0.63094264,0.39986777,-0.14883822,0.61367720,0.43466374,-0.16429864,0.49128014,0.26187369,-0.02416369,0.53314543,0.18000637,-0.10288087,0.51076007,0.40443546,-0.12234567,0.50236928,0.41305235,-0.12444479,0.33829316,0.27653003,-0.02923616,0.38196373,0.18260016,-0.12228733,0.38723984,0.39950427,-0.09252338,0.37438414,0.41377109,-0.05555072,0.19423959,0.29252696,-0.03928009,0.24495283,0.24634893,-0.09366065,0.26196751,0.38169757,-0.06003444,0.25098500,0.39553776,-0.02466541
A,Right,0.67154229,0.79273248,-0.00000220,0.44625551,0.76962900,-0.08670276,0.24345547,0.55366361,-0.09940359,0.17724633,0.32572445,-0.10918002,0.19354123,0.16299152,-0.09562400,0.36206874,0.33244187,0.01811974,0.33675033,0.20091185,-0.09542175,0.37016231,0.37790373,-0.13930902,0.38720253,0.43603554,-0.15116057,0.50462151,0.30099985,0.01664600,0.47313350,0.17134660,-0.09599934,0.49190456,0.39007011,-0.10105993,0.49937308,0.40720958,-0.07105087,0.64436901,0.30510882,-0.01339805,0.62363303,0.18332054,-0.13118917,0.62261438,0.38362396,-0.08322509,0.63254631,0.40217641,-0.01680720,0.80124986,0.31755766,-0.05331588,0.76049197,0.22919539,-0.11246219,0.75009775,0.36883035,-0.06942017,0.76086330,0.39694196,-0.01809448
A,Right,0.67756271,0.78574878,-0.00000223,0.44822991,0.76625007,-0.07685035,0.25199020,0.54879057,-0.08412939,0.18601742,0.32312250,-0.09017608,0.18902704,0.16529521,-0.06873225,0.35642830,0.33319187,0.03960907,0.32766026,0.20482816,-0.06525370,0.36519840,0.38512799,-0.10284711,0.38614121,0.43315756,-0.11273294,0.50266206,0.29642299,0.03713819,0.46645236,0.17208618,-0.06382189,0.48813814,0.39905840,-0.06125752,0.50747979,0.39608690,-0.02831432,0.64816236,0.29288423,0.00661624,0.61268651,0.17874576,-0.10340653,0.61678988,0.38992986,-0.03981669,0.64007545,0.39555869,0.03518721,0.80880666,0.30155826,-0.03354895,0.76244354,0.21800034,-0.08798636,0.74443990,0.36690906,-0.03507657,0.75560647,0.39488932,0.02305171
A,Right,0.68313062,0.80544734,-0.00000245,0.44560158,0.75970274,-0.07264452,0.24523048,0.53813201,-0.07866600,0.17552844,0.31644091,-0.08679435,0.19573405,0.15873446,-0.06949348,0.36324653,0.33056825,0.05565133,0.32045728,0.20004992,-0.04961340,0.35950878,0.38174957,-0.09455574,0.38826928,0.43018156,-0.10989116,0.50307673,0.29931033,0.04826194,0.45863169,0.16950338,-0.05529010,0.48416179,0.39570820,-0.05970776,0.50433904,0.40798762,-0.03097542,0.64664388,0.29609126,0.01204038,0.60544825,0.18081485,-0.10002501,0.61035371,0.39391452,-0.04257066,0.63191175,0.41120306,0.02959372,0.80958468,0.30866030,-0.03359796,0.75575238,0.21287987,-0.08497123,0.73358393,0.36637914,-0.03126621,0.74730873,0.40424111,0.02635580
A,Right,0.35421681,0.79128671,-0.00000107,0.55943900,0.75454140,-0.10181262,0.76161325,0.53204107,-0.11113776,0.81196553,0.31049320,-0.10218639,0.79954332,0.15573949,-0.06961989,0.63284636,0.30581927,-0.04795000,0.67469984,0.19743638,-0.12863249,0.63765234,0.39157835,-0.14928918,0.60950005,0.43051741,-0.15139267,0.48327190,0.27823812,-0.02557182,0.53333384,0.17087226,-0.11100491,0.51496971,0.39989930,-0.11443281,0.49172628,0.41021329,-0.09608580,0.34100443,0.28737536,-0.02112859,0.38066006,0.17699435,-0.12329685,0.39015818,0.39202565,-0.08186815,0.37003279,0.40612364,-0.03015384,0.19425654,0.30419594,-0.02262081,0.23954484,0.23133260,-0.08428688,0.26260391,0.37529701,-0.04564822,0.24399644,0.39693025,-0.00147225
A,Right,0.33068338,0.81199747,-0.00000103,0.54997450,0.75631261,-0.10303991,0.75715637,0.54127973,-0.11582446,0.81444240,0.31845173,-0.11220519,0.81338412,0.16038130,-0.08423163,0.64529282,0.30891725,-0.04047730,0.67593616,0.18679772,-0.12975466,0.63505292,0.38644713,-0.16456437,0.61283344,0.42702475,-0.17600717,0.48455679,0.28143907,-0.01941891,0.53318870,0.16683996,-0.10975378,0.51158780,0.40027472,-0.12409142,0.48800051,0.40540507,-0.11360257,0.33633405,0.29008678,-0.01707705,0.37884340,0.17722049,-0.12121789,0.38469863,0.39474660,-0.08492770,0.36350036,0.40125936,-0.03625468,0.18518624,0.30096871,-0.02118500,0.23668578,0.23047489,-0.08148288,0.25702813,0.37488911,-0.04205175,0.23695910,0.39347059,0.00314258
A,Right,0.69457859,0.80090189,-0.00000233,0.46160311,0.77182841,-0.08804701,0.25907990,0.55832314,-0.10401405,0.18184133,0.32843137,-0.11833566,0.19267777,0.16071124,-0.10536300,0.36368492,0.31326032,0.04075909,0.32511094,0.19856028,-0.06462100,0.36209375,0.38084376,-0.10215961,0.38967377,0.42388108,-0.11150911,0.50598562,0.28214389,0.04106453,0.46016014,0.17004883,-0.05987187,0.48643374,0.39766181,-0.05356443,0.50973690,0.39245275,-0.01732588,0.65150869,0.28792080,0.01064241,0.61721110,0.17365670,-0.10205054,0.61858046,0.38583380,-0.04229426,0.64320832,0.39393121,0.03122208,0.81791604,0.30292943,-0.03050989,0.76410401,0.21854115,-0.08539803,0.74127400,0.37067702,-0.03658578,0.75636101,0.40032089,0.01862168
A,Right,0.70756948,0.82600522,-0.00000200,0.47163075,0.76509738,-0.12564917,0.27104366,0.53081197,-0.15589574,0.19383207,0.28763556,-0.17145078,0.25188819,0.14299420,-0.15189174,0.35926151,0.31336987,-0.03342413,0.38832945,0.18532403,-0.11743345,0.42882335,0.37545860,-0.11600439,0.41022801,0.41642481,-0.10312783,0.49063516,0.28785777,-0.00350275,0.53137183,0.19702223,-0.09905246,0.55419266,0.43955263,-0.08341670,0.51043457,0.42074728,-0.04774860,0.63889164,0.28463519,0.00022564,0.67308342,0.20772167,-0.11892380,0.68471706,0.42648891,-0.06786563,0.63886559,0.43400961,-0.00498475,0.78241110,0.29362833,-0.00628822,0.81748027,0.23186108,-0.08386774,0.81304318,0.38294137,-0.05646680,0.77723134,0.40754479,-0.01741444
A,Right,0.69271803,0.77935827,-0.00000226,0.45993859,0.76933110,-0.08270010,0.25209045,0.55238044,-0.09168030,0.18039259,0.32312638,-0.09794118,0.19619921,0.16298738,-0.07564864,0.36294103,0.34199101,0.03013420,0.33357397,0.20286912,-0.07914257,0.37069026,0.38385233,-0.11677855,0.38980818,0.43834484,-0.12560716,0.50705707,0.30320269,0.03030532,0.47079262,0.17059234,-0.07513586,0.49478289,0.40021834,-0.07260907,0.51257938,0.39963192,-0.03852022,0.65222144,0.29481626,0.00205030,0.61777365,0.17398001,-0.11201186,0.62513918,0.38924065,-0.04713637,0.64618838,0.39796081,0.03010749,0.81171739,0.30026191,-0.03625233,0.76692140,0.21270217,-0.09331209,0.75274485,0.36496013,-0.04026050,0.76368856,0.39649159,0.01864970
A,Right,0.32533389,0.81163067,-0.00000142,0.55882949,0.75834399,-0.10058268,0.75374448,0.53601968,-0.11312994,0.82094932,0.31130424,-0.11084338,0.81501746,0.15029292,-0.07994093,0.64052767,0.30679697,-0.02498105,0.66834080,0.18431006,-0.11203500,0.63126415,0.38653177,-0.13709664,0.60839522,0.41738427,-0.14125809,0.48587406,0.28374124,-0.00328381,0.52429265,0.16268678,-0.09350614,0.50278991,0.39605796,-0.08989145,0.48058954,0.39533374,-0.06300502,0.33662236,0.28640652,-0.00326777,0.37570202,0.16694589,-0.10688049,0.38028538,0.38677633,-0.05477622,0.36047712,0.40449074,0.00720961,0.18386632,0.29879224,-0.01102137,0.24180302,0.22061145,-0.07004812,0.25794265,0.36861205,-0.02644369,0.23660427,0.39295718,0.02443868
A,Right,0.30207902,0.79115272,-0.00000046,0.53866816,0.75455201,-0.06347513,0.75073183,0.53900975,-0.06267469,0.81493485,0.31714547,-0.05123297,0.79692054,0.15693846,-0.01975797,0.67412794,0.30423689,-0.03028332,0.68075657,0.20598947,-0.10784698,0.62507164,0.39741513,-0.15077491,0.61191577,0.41727462,-0.17622995,0.49937856,0.25664517,-0.02456092,0.53731906,0.18219532,-0.08900081,0.50769478,0.40745962,-0.11360107,0.50813806,0.39897165,-0.12745228,0.34057957,0.26951748,-0.02991729,0.38401720,0.18228178,-0.10763636,0.38205856,0.40220875,-0.08012336,0.37287587,0.40250957,-0.05256474,0.19929752,0.27602434,-0.03877502,0.24554026,0.24406177,-0.08364075,0.25449583,0.38150707,-0.04962908,0.24428254,0.38774019,-0.01890957
A,Right,0.68805557,0.80853438,-0.00000234,0.46312594,0.77803671,-0.09682596,0.24930134,0.55939507,-0.11142410,0.18075868,0.32639787,-0.12076885,0.21613248,0.16780506,-0.10077625,0.36398831,0.33944988,0.02941533,0.34312665,0.21737452,-0.07204396,0.37987468,0.39784446,-0.10936332,0.39404926,0.42779040,-0.12415963,0.51116568,0.30357361,0.03413479,0.48561987,0.19432294,-0.07366460,0.50515962,0.42241001,-0.07647505,0.51636928,0.41051093,-0.04759044,0.65926552,0.29864639,0.00918656,0.63968939,0.21646826,-0.10724846,0.63769066,0.42561340,-0.05377404,0.64978689,0.41562665,0.01377331,0.81882238,0.30919245,-0.02670765,0.78508270,0.25101700,-0.08359551,0.76439267,0.39572313,-0.03907757,0.77247083,0.40568262,0.01102163
A,Right,0.68936497,0.79111528,-0.00000279,0.44415382,0.74477196,-0.08037374,0.24624275,0.53760791,-0.10418113,0.16188022,0.32202491,-0.13002519,0.18121585,0.15573168,-0.13169782,0.37206975,0.30726549,0.01991751,0.31487638,0.17353940,-0.08549418,0.35546499,0.36971599,-0.12584168,0.39447519,0.42385489,-0.14045130,0.51509678,0.27629083,0.01261140,0.45331451,0.16380155,-0.09356202,0.47922650,0.38983107,-0.09261167,0.51964206,0.40500987,-0.06321440,0.66513038,0.27520362,-0.02159439,0.60530257,0.17111230,-0.13384156,0.60607302,0.38654035,-0.07430952,0.64217407,0.40337467,-0.00407971,0.82739586,0.29254907,-0.06566072,0.75591463,0.21893673,-0.11794007,0.73007464,0.36985636,-0.06814499,0.75796336,0.39944983,-0.01538037
A,Right,0.62501401,0.83739805,-0.00000235,0.39329129,0.72262740,-0.07271970,0.22439066,0.49487662,-0.10743990,0.17499059,0.28750595,-0.14455146,0.18886119,0.13117164,-0.16055962,0.42483658,0.24066435,-0.00900470,0.33275753,0.16329221,-0.10774272,0.33021328,0.34415048,-0.15021247,0.38103291,0.41535085,-0.16844304,0.58193856,0.22978786,-0.01463570,0.47014838,0.15994003,-0.10269431,0.45748916,0.37392354,-0.09964057,0.52006710,0.41628602,-0.08450936,0.73358381,0.24420737,-0.04277592,0.61031473,0.16668606,-0.13905041,0.57648522,0.37458569,-0.10317305,0.63095421,0.42731702,-0.06276769,0.87864363,0.28374729,-0.08024254,0.75318891,0.19992206,-0.13615544,0.71426511,0.35139036,-0.11159476,0.76035458,0.42011911,-0.08178213
